model	k	stratum	minimum_instance_coverage	minimum_candidate_labeled_coverage	minimum_same_role_purity	selected_candidates	weed_truth_instances	many_to_one_recalled_instances	many_to_one_queued_recall	one_to_one_matches	one_to_one_queued_recall
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.5	0.5	0.9	80	726	103	0.1418732782369146	72	0.09917355371900827
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.5	0.75	0.5	80	726	51	0.07024793388429752	38	0.05234159779614325
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.5	0.75	0.75	80	726	51	0.07024793388429752	38	0.05234159779614325
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.5	0.75	0.9	80	726	51	0.07024793388429752	38	0.05234159779614325
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.25	0.5	80	726	89	0.12258953168044077	63	0.08677685950413223
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.25	0.75	80	726	89	0.12258953168044077	63	0.08677685950413223
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.25	0.9	80	726	89	0.12258953168044077	63	0.08677685950413223
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.5	0.5	80	726	85	0.11707988980716254	59	0.081267217630854
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.5	0.75	80	726	85	0.11707988980716254	59	0.081267217630854
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.5	0.9	80	726	85	0.11707988980716254	59	0.081267217630854
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.75	0.5	80	726	39	0.05371900826446281	30	0.04132231404958678
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.75	0.75	80	726	39	0.05371900826446281	30	0.04132231404958678
all_candidate_frozen_dinov2_linear	10	2023-06-06	0.75	0.75	0.9	80	726	39	0.05371900826446281	30	0.04132231404958678
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.25	0.5	20	154	77	0.5	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.25	0.75	20	154	77	0.5	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.25	0.9	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.5	0.5	20	154	77	0.5	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.5	0.75	20	154	77	0.5	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.5	0.9	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.75	0.5	20	154	74	0.4805194805194805	6	0.03896103896103896
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.75	0.75	20	154	74	0.4805194805194805	6	0.03896103896103896
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.25	0.75	0.9	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.25	0.5	20	154	75	0.487012987012987	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.25	0.75	20	154	75	0.487012987012987	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.25	0.9	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.5	0.5	20	154	75	0.487012987012987	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.5	0.75	20	154	75	0.487012987012987	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.5	0.9	20	154	9	0.05844155844155844	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.75	0.5	20	154	72	0.4675324675324675	6	0.03896103896103896
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.75	0.75	20	154	72	0.4675324675324675	6	0.03896103896103896
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.5	0.75	0.9	20	154	6	0.03896103896103896	5	0.032467532467532464
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.25	0.5	20	154	68	0.44155844155844154	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.25	0.75	20	154	68	0.44155844155844154	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.25	0.9	20	154	7	0.045454545454545456	6	0.03896103896103896
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.5	0.5	20	154	68	0.44155844155844154	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.5	0.75	20	154	68	0.44155844155844154	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.5	0.9	20	154	7	0.045454545454545456	6	0.03896103896103896
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.75	0.5	20	154	65	0.42207792207792205	4	0.025974025974025976
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.75	0.75	20	154	65	0.42207792207792205	4	0.025974025974025976
all_candidate_frozen_dinov2_linear	10	2023-06-15	0.75	0.75	0.9	20	154	4	0.025974025974025976	3	0.01948051948051948
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.25	0.5	520	1712	470	0.27453271028037385	311	0.1816588785046729
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.25	0.75	520	1712	470	0.27453271028037385	311	0.1816588785046729
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.25	0.9	520	1712	401	0.23422897196261683	309	0.18049065420560748
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.5	0.5	520	1712	413	0.24123831775700935	256	0.14953271028037382
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.5	0.75	520	1712	413	0.24123831775700935	256	0.14953271028037382
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.5	0.9	520	1712	344	0.20093457943925233	254	0.1483644859813084
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.75	0.5	520	1712	219	0.12792056074766356	113	0.06600467289719626
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.75	0.75	520	1712	219	0.12792056074766356	113	0.06600467289719626
all_candidate_frozen_dinov2_linear	20	ALL	0.25	0.75	0.9	520	1712	150	0.08761682242990654	111	0.06483644859813084
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.25	0.5	520	1712	425	0.24824766355140188	278	0.16238317757009346
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.25	0.75	520	1712	425	0.24824766355140188	278	0.16238317757009346
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.25	0.9	520	1712	358	0.2091121495327103	276	0.16121495327102803
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.5	0.5	520	1712	372	0.21728971962616822	227	0.13259345794392524
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.5	0.75	520	1712	372	0.21728971962616822	227	0.13259345794392524
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.5	0.9	520	1712	305	0.17815420560747663	225	0.1314252336448598
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.75	0.5	520	1712	196	0.11448598130841121	95	0.055490654205607476
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.75	0.75	520	1712	196	0.11448598130841121	95	0.055490654205607476
all_candidate_frozen_dinov2_linear	20	ALL	0.5	0.75	0.9	520	1712	129	0.07535046728971963	93	0.054322429906542055
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.25	0.5	520	1712	336	0.19626168224299065	210	0.12266355140186916
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.25	0.75	520	1712	336	0.19626168224299065	210	0.12266355140186916
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.25	0.9	520	1712	275	0.16063084112149534	209	0.12207943925233646
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.5	0.5	520	1712	295	0.17231308411214954	171	0.09988317757009346
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.5	0.75	520	1712	295	0.17231308411214954	171	0.09988317757009346
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.5	0.9	520	1712	234	0.1366822429906542	170	0.09929906542056074
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.75	0.5	520	1712	148	0.08644859813084112	62	0.036214953271028034
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.75	0.75	520	1712	148	0.08644859813084112	62	0.036214953271028034
all_candidate_frozen_dinov2_linear	20	ALL	0.75	0.75	0.9	520	1712	87	0.05081775700934579	61	0.035630841121495324
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.25	0.5	160	392	24	0.061224489795918366	24	0.061224489795918366
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.25	0.75	160	392	24	0.061224489795918366	24	0.061224489795918366
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.25	0.9	160	392	23	0.058673469387755105	23	0.058673469387755105
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.5	0.5	160	392	14	0.03571428571428571	14	0.03571428571428571
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.5	0.75	160	392	14	0.03571428571428571	14	0.03571428571428571
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.5	0.9	160	392	13	0.03316326530612245	13	0.03316326530612245
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.75	0.5	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.75	0.75	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.25	0.75	0.9	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.25	0.5	160	392	22	0.05612244897959184	22	0.05612244897959184
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.25	0.75	160	392	22	0.05612244897959184	22	0.05612244897959184
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.25	0.9	160	392	21	0.05357142857142857	21	0.05357142857142857
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.5	0.5	160	392	12	0.030612244897959183	12	0.030612244897959183
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.5	0.75	160	392	12	0.030612244897959183	12	0.030612244897959183
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.5	0.9	160	392	11	0.02806122448979592	11	0.02806122448979592
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.75	0.5	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.75	0.75	160	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.5	0.75	0.9	160	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.25	0.5	160	392	13	0.03316326530612245	13	0.03316326530612245
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.25	0.75	160	392	13	0.03316326530612245	13	0.03316326530612245
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.25	0.9	160	392	13	0.03316326530612245	13	0.03316326530612245
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.5	0.5	160	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.5	0.75	160	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.5	0.9	160	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.75	0.5	160	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.75	0.75	160	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_frozen_dinov2_linear	20	2023-05-25	0.75	0.75	0.9	160	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.25	0.5	160	440	134	0.30454545454545456	117	0.26590909090909093
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.25	0.75	160	440	134	0.30454545454545456	117	0.26590909090909093
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.25	0.9	160	440	134	0.30454545454545456	117	0.26590909090909093
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.5	0.5	160	440	100	0.22727272727272727	85	0.19318181818181818
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.5	0.75	160	440	100	0.22727272727272727	85	0.19318181818181818
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.5	0.9	160	440	100	0.22727272727272727	85	0.19318181818181818
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.75	0.5	160	440	25	0.056818181818181816	23	0.05227272727272727
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.75	0.75	160	440	25	0.056818181818181816	23	0.05227272727272727
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.25	0.75	0.9	160	440	25	0.056818181818181816	23	0.05227272727272727
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.25	0.5	160	440	109	0.24772727272727274	97	0.22045454545454546
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.25	0.75	160	440	109	0.24772727272727274	97	0.22045454545454546
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.25	0.9	160	440	109	0.24772727272727274	97	0.22045454545454546
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.5	0.5	160	440	78	0.17727272727272728	68	0.15454545454545454
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.5	0.75	160	440	78	0.17727272727272728	68	0.15454545454545454
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.5	0.9	160	440	78	0.17727272727272728	68	0.15454545454545454
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.75	0.5	160	440	15	0.03409090909090909	13	0.029545454545454545
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.75	0.75	160	440	15	0.03409090909090909	13	0.029545454545454545
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.5	0.75	0.9	160	440	15	0.03409090909090909	13	0.029545454545454545
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.25	0.5	160	440	85	0.19318181818181818	77	0.175
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.25	0.75	160	440	85	0.19318181818181818	77	0.175
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.25	0.9	160	440	85	0.19318181818181818	77	0.175
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.5	0.5	160	440	59	0.1340909090909091	53	0.12045454545454545
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.5	0.75	160	440	59	0.1340909090909091	53	0.12045454545454545
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.5	0.9	160	440	59	0.1340909090909091	53	0.12045454545454545
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.75	0.5	160	440	7	0.015909090909090907	6	0.013636363636363636
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.75	0.75	160	440	7	0.015909090909090907	6	0.013636363636363636
all_candidate_frozen_dinov2_linear	20	2023-05-30	0.75	0.75	0.9	160	440	7	0.015909090909090907	6	0.013636363636363636
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.25	0.5	160	726	230	0.3168044077134986	157	0.2162534435261708
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.25	0.75	160	726	230	0.3168044077134986	157	0.2162534435261708
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.25	0.9	160	726	230	0.3168044077134986	157	0.2162534435261708
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.5	0.5	160	726	217	0.2988980716253444	144	0.19834710743801653
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.5	0.75	160	726	217	0.2988980716253444	144	0.19834710743801653
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.5	0.9	160	726	217	0.2988980716253444	144	0.19834710743801653
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.75	0.5	160	726	111	0.15289256198347106	76	0.1046831955922865
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.75	0.75	160	726	111	0.15289256198347106	76	0.1046831955922865
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.25	0.75	0.9	160	726	111	0.15289256198347106	76	0.1046831955922865
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.25	0.5	160	726	217	0.2988980716253444	148	0.20385674931129477
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.25	0.75	160	726	217	0.2988980716253444	148	0.20385674931129477
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.25	0.9	160	726	217	0.2988980716253444	148	0.20385674931129477
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.5	0.5	160	726	205	0.28236914600550966	136	0.18732782369146006
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.5	0.75	160	726	205	0.28236914600550966	136	0.18732782369146006
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.5	0.9	160	726	205	0.28236914600550966	136	0.18732782369146006
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.75	0.5	160	726	103	0.1418732782369146	70	0.09641873278236915
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.75	0.75	160	726	103	0.1418732782369146	70	0.09641873278236915
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.5	0.75	0.9	160	726	103	0.1418732782369146	70	0.09641873278236915
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.25	0.5	160	726	169	0.2327823691460055	112	0.15426997245179064
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.25	0.75	160	726	169	0.2327823691460055	112	0.15426997245179064
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.25	0.9	160	726	169	0.2327823691460055	112	0.15426997245179064
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.5	0.5	160	726	160	0.22038567493112948	103	0.1418732782369146
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.5	0.75	160	726	160	0.22038567493112948	103	0.1418732782369146
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.5	0.9	160	726	160	0.22038567493112948	103	0.1418732782369146
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.75	0.5	160	726	74	0.10192837465564739	50	0.06887052341597796
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.75	0.75	160	726	74	0.10192837465564739	50	0.06887052341597796
all_candidate_frozen_dinov2_linear	20	2023-06-06	0.75	0.75	0.9	160	726	74	0.10192837465564739	50	0.06887052341597796
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.25	0.5	40	154	82	0.5324675324675324	13	0.08441558441558442
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.25	0.75	40	154	82	0.5324675324675324	13	0.08441558441558442
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.25	0.9	40	154	14	0.09090909090909091	12	0.07792207792207792
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.5	0.5	40	154	82	0.5324675324675324	13	0.08441558441558442
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.5	0.75	40	154	82	0.5324675324675324	13	0.08441558441558442
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.5	0.9	40	154	14	0.09090909090909091	12	0.07792207792207792
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.75	0.5	40	154	79	0.512987012987013	10	0.06493506493506493
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.75	0.75	40	154	79	0.512987012987013	10	0.06493506493506493
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.25	0.75	0.9	40	154	11	0.07142857142857142	9	0.05844155844155844
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.25	0.5	40	154	77	0.5	11	0.07142857142857142
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.25	0.75	40	154	77	0.5	11	0.07142857142857142
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.25	0.9	40	154	11	0.07142857142857142	10	0.06493506493506493
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.5	0.5	40	154	77	0.5	11	0.07142857142857142
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.5	0.75	40	154	77	0.5	11	0.07142857142857142
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.5	0.9	40	154	11	0.07142857142857142	10	0.06493506493506493
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.75	0.5	40	154	74	0.4805194805194805	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.75	0.75	40	154	74	0.4805194805194805	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.5	0.75	0.9	40	154	8	0.05194805194805195	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.25	0.5	40	154	69	0.44805194805194803	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.25	0.75	40	154	69	0.44805194805194803	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.25	0.9	40	154	8	0.05194805194805195	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.5	0.5	40	154	69	0.44805194805194803	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.5	0.75	40	154	69	0.44805194805194803	8	0.05194805194805195
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.5	0.9	40	154	8	0.05194805194805195	7	0.045454545454545456
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.75	0.5	40	154	66	0.42857142857142855	5	0.032467532467532464
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.75	0.75	40	154	66	0.42857142857142855	5	0.032467532467532464
all_candidate_frozen_dinov2_linear	20	2023-06-15	0.75	0.75	0.9	40	154	5	0.032467532467532464	4	0.025974025974025976
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.25	0.5	1237	1712	850	0.49649532710280375	554	0.3235981308411215
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.25	0.75	1237	1712	784	0.45794392523364486	548	0.32009345794392524
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.25	0.9	1237	1712	715	0.41764018691588783	546	0.3189252336448598
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.5	0.5	1237	1712	689	0.4024532710280374	411	0.24007009345794392
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.5	0.75	1237	1712	623	0.3639018691588785	405	0.23656542056074767
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.5	0.9	1237	1712	554	0.3235981308411215	403	0.23539719626168223
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.75	0.5	1237	1712	319	0.1863317757009346	173	0.10105140186915888
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.75	0.75	1237	1712	293	0.1711448598130841	171	0.09988317757009346
all_candidate_frozen_dinov2_linear	50	ALL	0.25	0.75	0.9	1237	1712	224	0.1308411214953271	169	0.09871495327102804
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.25	0.5	1237	1712	775	0.4526869158878505	496	0.2897196261682243
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.25	0.75	1237	1712	711	0.415303738317757	490	0.286214953271028
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.25	0.9	1237	1712	644	0.37616822429906543	488	0.2850467289719626
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.5	0.5	1237	1712	624	0.3644859813084112	362	0.21144859813084113
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.5	0.75	1237	1712	560	0.32710280373831774	356	0.20794392523364486
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.5	0.9	1237	1712	493	0.28796728971962615	354	0.20677570093457945
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.75	0.5	1237	1712	281	0.1641355140186916	143	0.08352803738317757
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.75	0.75	1237	1712	257	0.15011682242990654	141	0.08235981308411215
all_candidate_frozen_dinov2_linear	50	ALL	0.5	0.75	0.9	1237	1712	190	0.11098130841121495	139	0.08119158878504673
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.25	0.5	1237	1712	597	0.348714953271028	365	0.21320093457943926
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.25	0.75	1237	1712	541	0.31600467289719625	359	0.20969626168224298
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.25	0.9	1237	1712	480	0.2803738317757009	358	0.2091121495327103
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.5	0.5	1237	1712	479	0.2797897196261682	256	0.14953271028037382
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.5	0.75	1237	1712	423	0.24707943925233644	250	0.14602803738317757
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.5	0.9	1237	1712	362	0.21144859813084113	249	0.14544392523364486
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.75	0.5	1237	1712	197	0.11507009345794393	82	0.04789719626168224
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.75	0.75	1237	1712	177	0.10338785046728972	80	0.04672897196261682
all_candidate_frozen_dinov2_linear	50	ALL	0.75	0.75	0.9	1237	1712	116	0.06775700934579439	79	0.04614485981308411
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.25	0.5	382	392	33	0.08418367346938775	32	0.08163265306122448
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.25	0.75	382	392	33	0.08418367346938775	32	0.08163265306122448
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.25	0.9	382	392	32	0.08163265306122448	31	0.07908163265306123
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.5	0.5	382	392	16	0.04081632653061224	15	0.03826530612244898
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.5	0.75	382	392	16	0.04081632653061224	15	0.03826530612244898
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.5	0.9	382	392	15	0.03826530612244898	14	0.03571428571428571
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.75	0.5	382	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.75	0.75	382	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.25	0.75	0.9	382	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.5	0.25	0.5	382	392	30	0.07653061224489796	29	0.07397959183673469
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.5	0.25	0.75	382	392	30	0.07653061224489796	29	0.07397959183673469
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.5	0.25	0.9	382	392	29	0.07397959183673469	28	0.07142857142857142
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.5	0.5	0.5	382	392	14	0.03571428571428571	13	0.03316326530612245
all_candidate_frozen_dinov2_linear	50	2023-05-25	0.5	0.5	0.75	382	392	14	0.03571428571428571	13	0.03316326530612245
