model	seed	instance_coverage	candidate_labeled_coverage	same_role_purity	weed_instances	accepted_candidates	candidate_precision	spatial_recall	set_coverage_recall	one_to_one_recall	crop_exposure_scene_frequency_at_0.00	crop_exposure_scene_frequency_at_0.01	crop_exposure_scene_frequency_at_0.10
ResNet18--U-Net	20260814	0.5	0.25	0.5	1712	516	0.7751937984496124	0.24707943925233644	0.24591121495327103	0.21320093457943926	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.25	0.75	1712	516	0.7751937984496124	0.24707943925233644	0.24591121495327103	0.21320093457943926	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.25	0.9	1712	516	0.7751937984496124	0.24707943925233644	0.24591121495327103	0.21320093457943926	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.5	0.5	1712	516	0.7034883720930233	0.24707943925233644	0.2272196261682243	0.19509345794392524	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.5	0.75	1712	516	0.7034883720930233	0.24707943925233644	0.2272196261682243	0.19509345794392524	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.5	0.9	1712	516	0.7034883720930233	0.24707943925233644	0.2272196261682243	0.19509345794392524	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.75	0.5	1712	516	0.43023255813953487	0.24707943925233644	0.14369158878504673	0.12032710280373832	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.75	0.75	1712	516	0.43023255813953487	0.24707943925233644	0.14369158878504673	0.12032710280373832	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.5	0.75	0.9	1712	516	0.43023255813953487	0.24707943925233644	0.14369158878504673	0.12032710280373832	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.25	0.5	1712	516	0.7751937984496124	0.19626168224299065	0.19567757009345793	0.1699766355140187	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.25	0.75	1712	516	0.7751937984496124	0.19626168224299065	0.19567757009345793	0.1699766355140187	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.25	0.9	1712	516	0.7751937984496124	0.19626168224299065	0.19567757009345793	0.1699766355140187	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.5	0.5	1712	516	0.7034883720930233	0.19626168224299065	0.1816588785046729	0.15654205607476634	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.5	0.75	1712	516	0.7034883720930233	0.19626168224299065	0.1816588785046729	0.15654205607476634	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.5	0.9	1712	516	0.7034883720930233	0.19626168224299065	0.1816588785046729	0.15654205607476634	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.75	0.5	1712	516	0.43023255813953487	0.19626168224299065	0.12091121495327103	0.10046728971962617	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.75	0.75	1712	516	0.43023255813953487	0.19626168224299065	0.12091121495327103	0.10046728971962617	0.19230769230769232	0.19230769230769232	0.19230769230769232
ResNet18--U-Net	20260814	0.75	0.75	0.9	1712	516	0.43023255813953487	0.19626168224299065	0.12091121495327103	0.10046728971962617	0.19230769230769232	0.19230769230769232	0.19230769230769232
